ID	NAME	kegg_merge_filter_human_081A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_082A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_083A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_084A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_085A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_086A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_091A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_093A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_094A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_098A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_099A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_100A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_101A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_107A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_108A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_109A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_10A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_116A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_118A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_119A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_11A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_120A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_13A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_15A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_18A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_1A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_20A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_21A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_24A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_25A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_28A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_29A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_31A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_34A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_35A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_37A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_39A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_3A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_6A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_7A-hit-keg-mpm-cop-nul-nve-nve
M00053	M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	0.0132484	0.0131184	0.0140034	0.0124986	0.0120797	0.0112047	0.0122391	0.0135116	0.0129314	0.0130036	0.0142732	0.0121659	0.0139635	0.0151066	0.0160891	0.0123738	0.0124215	0.012483	0.0114289	0.0141751	0.0128931	0.0128502	0.0143498	0.0148476	0.0128818	0.0119948	0.0133669	0.0129073	0.0130148	0.0132863	0.0149394	0.0128988	0.012814	0.0145362	0.0119844	0.0114056	0.0131115	0.00868981	0.0125627	0.0120562
M00050	M00050: Guanine nucleotide biosynthesis, IMP => GDP/dGDP,GTP/dGTP	0.0223705	0.0225852	0.0243543	0.0205443	0.0181361	0.0223455	0.0202931	0.0246713	0.0242055	0.0215006	0.0243944	0.0205802	0.0232848	0.01992	0.0218234	0.0217111	0.0205753	0.0203325	0.0188905	0.0204828	0.0243206	0.0219765	0.0236937	0.0215437	0.0225109	0.0200796	0.0205419	0.0224257	0.0202701	0.0233685	0.0204749	0.0184093	0.0198874	0.0221206	0.0180766	0.0180925	0.0233267	0.0157758	0.0214235	0.0205422
M00051	M00051: Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	0.0323606	0.031239	0.0289698	0.0290399	0.0304658	0.0291123	0.0305954	0.0290896	0.0276346	0.0333018	0.0273268	0.0335616	0.0289393	0.0229325	0.0238001	0.03073	0.0318243	0.0288038	0.0306198	0.0259729	0.0315809	0.0324321	0.0317484	0.0309383	0.0313136	0.0306202	0.0297512	0.0323437	0.0302398	0.0303349	0.0314673	0.0295171	0.0326516	0.0327386	0.0279939	0.0296571	0.0308909	0.0339149	0.0320036	0.0329047
M00203	M00203: Glucose/arabinose transport system	2.92776e-12	1.35177e-44	1.6264e-21	2.20211e-16	1.22443e-31	1.91973e-17	7.05271e-34	1.35306e-37	1.34659e-49	9.49837e-17	1.25405e-14	5.07817e-20	1.83158e-24	1.48009e-35	2.91476e-15	5.92818e-22	6.17825e-16	3.97086e-17	8.07119e-15	1.81461e-32	7.39684e-31	9.32302e-33	5.14257e-21	1.02924e-16	4.36908e-11	1.52735e-18	4.71498e-32	6.63726e-15	3.79327e-26	2.34933e-33	7.72332e-16	7.06804e-33	5.52232e-17	3.89441e-18	1.4536e-18	7.19772e-19	7.51732e-20	1.33594e-14	4.29776e-18	6.58385e-18
M00202	M00202: Oligogalacturonide transport system	0.000482417	0.00074694	0.000388012	0.000717128	0.000594238	0.000396	0.000327475	9.65895e-06	1.92034e-06	0.000497398	0.00180639	0.000442944	5.79633e-05	0.000776717	0.000301807	0.00103238	0.000891831	7.39911e-05	0.000166875	0.000487675	0.000427563	0.00082016	0.000354217	0.000762789	7.88263e-05	0.000728091	1.3245e-05	0.000138436	0.000517864	0.000200751	1.89888e-06	0.000482781	7.40286e-05	0.000777388	0.000888238	0.00117329	0.000711934	0.000116248	0.000589889	0.00105351
M00201	M00201: alpha-Glucoside transport system	0.00032501	0.000190971	8.77654e-05	0.000234015	1.6388e-05	0.000268553	0.000292106	5.5253e-06	1.86903e-06	0.000215549	0.000327037	7.53748e-05	0.000206868	3.16838e-05	0.00010273	0.000126178	0.000428872	4.04386e-05	0.000124374	0.000127701	1.60146e-05	0.000257269	7.53759e-05	0.000166557	4.77384e-05	0.000161486	5.60472e-05	0.000119421	0.000352142	0.000437306	1.10794e-05	7.39479e-06	7.75885e-05	0.000277054	6.00296e-05	0.000164394	0.000209153	5.09104e-05	0.000361277	0.00040006
M00200	M00200: Sorbitol/mannitol transport system	0.000469857	0.000227706	0.000443164	0.000129368	0.000128785	0.000621703	0.000685223	8.68022e-06	7.27346e-08	0.000332193	0.000182206	0.000573661	0.000543133	3.6426e-05	0.00024639	0.000374301	0.000531663	0.000517781	0.000420085	0.000195616	0.000562206	0.00033887	5.21832e-05	0.000502355	0.000484967	0.000212174	1.06127e-05	0.000360324	0.000361646	0.000337035	0.000391742	8.10862e-05	0.000165806	0.000107978	2.21064e-05	0.000247966	0.000462855	0.000425495	0.000365763	0.000614775
M00207	M00207: Multiple sugar transport system	0.00756509	0.00713373	0.00631963	0.00693893	0.00598887	0.00735547	0.00723577	0.00449496	0.00414537	0.00672021	0.00638738	0.00538886	0.00579544	0.00504255	0.00572266	0.00528238	0.00844891	0.00514078	0.00655378	0.0058637	0.0049693	0.00592211	0.00580494	0.00659773	0.00532725	0.00596585	0.00493917	0.0058747	0.0072422	0.00597118	0.00481809	0.00433132	0.00437973	0.00732098	0.00484701	0.0054246	0.00631788	0.00601275	0.00680484	0.00938043
M00206	M00206: Cellobiose transport system	0.000485706	0.000348002	3.04876e-08	0.000300407	0.000125701	0.00047122	0.000299393	0.00022235	0.00013298	0.000464843	0.000501897	7.99866e-05	0.000415487	7.31984e-05	9.87421e-06	0.000482397	0.00054107	0.000512317	0.000327692	8.24732e-05	9.79623e-07	0.000203456	0.0002074	0.000176244	0.000308833	3.28843e-05	9.24155e-05	0.000618665	0.000400379	0.000434648	0.000190887	4.78585e-06	4.57966e-05	0.000554934	0.000232658	2.89626e-05	0.000238622	0.00030867	5.07726e-05	0.000117868
M00204	M00204: Trehalose/maltose transport system	4.28752e-11	3.74091e-11	5.11674e-09	1.61267e-07	2.15157e-05	3.67307e-08	1.61627e-07	5.51874e-09	2.28187e-13	5.04906e-08	3.09083e-13	3.49694e-08	1.01469e-12	2.95296e-12	1.37248e-13	2.39851e-11	2.35432e-08	8.13593e-07	2.63963e-09	4.66656e-11	4.0242e-10	3.92663e-16	1.78487e-10	6.18e-10	3.66493e-09	1.23607e-05	2.55252e-10	1.20216e-07	1.59446e-08	2.87413e-07	1.16825e-07	1.1997e-12	6.86192e-06	3.06835e-13	6.0975e-09	2.24721e-06	9.68916e-10	1.30164e-05	1.24765e-13	4.15351e-05
M00278	M00278: PTS system, sorbose-specific II component	1.63457e-06	2.66184e-14	0.000167802	2.70584e-06	4.81415e-07	9.9223e-05	1.30579e-10	1.34998e-07	1.2829e-05	4.26078e-05	0.000198745	2.62722e-10	1.24004e-09	5.80603e-12	7.02506e-11	0.000535018	5.35765e-05	2.94702e-07	6.25364e-12	0.000328658	2.74525e-15	8.14671e-08	4.32496e-06	0.000230798	3.20833e-12	4.79826e-07	2.90219e-06	7.94976e-06	1.23776e-21	6.08904e-12	7.58999e-09	0.000395668	2.53118e-07	4.85341e-08	0.000175335	0.000430411	0.000189288	1.1714e-08	6.81821e-07	1.67526e-06
